Server Time,Session Time Stamps,Tank_B201_empty,Tank_B202_empty,Tank_B203_empty,Tank_B204_empty,Tank_B204_middle,Tank_B201_full,Tank_B202_full,Tank_B203_full,Tank_B204_full,Tank_B201_Volume,Tank_B202_Volume,Tank_B203_Volume,Tank_B204_Volume,Pressure_below_B201,Pressure_below_B202,Pressure_below_B203,Pressure_below_B204,Tempreature_before_Pump_P201,Temperature_in_B204,Flow_after_Pump_P201,Flow_after_Pump_P202,Valve_V201_opening,Valve_V202_opening,Valve_V203_opening,Valve_V204_opening,Valve_V205_opening,Valve_V206_opening,Valve_V209_opening,Pump_P201_active,Pump_P202_active,Mixer_R201_of_B204_active,Tank_B201_level_calculated_via_LI211,Tank_B202_level_calculated_via_LI212,Tank_B203_level_calculated_via_LI213,Tank_B204_level_calculated_via_LI214,Tank_B201_level_calculated_via_VolumeB201,Tank_B202_level_calculated_via_VolumeB202,Tank_B203_level_calculated_via_VolumeB203,Tank_B204_level_calculated_via_VolumeB204,Tank_B201_level_calculated_via_PI251,Tank_B202_level_calculated_via_PI252,Tank_B203_level_calculated_via_PI253,Tank_B204_level_calculated_via_PI254,Tank_B201_level_calculated_via_PI251_until_zero_level,Tank_B202_level_calculated_via_PI252_until_zero_level,Tank_B203_level_calculated_via_PI253_until_zero_level,Tank_B204_level_calculated_via_PI254_until_zero_level,Anomaly
2024-02-19 04:02:55.619800,0.62574,1,1,1,1,0,1,1,1,1,2061.070068359375,2061.070068359375,1935.257568359375,-38.018402099609375,3.049720048904419,3.029560089111328,2.8178799152374268,1.0841200351715088,29.82346534729004,29.516450881958008,6.799772381782532e-05,0.002539999783039,0,0,0,0,0,0,0,0,0,0,149.57550048828125,149.57550048828125,141.21730041503906,-1.3580002784729004,15.10756262838078,15.10756262838078,14.27407221871014,-0.0956834845161438,31.46217918395996,30.7414608001709,28.88817977905273,11.515999794006348,15.453299522399902,15.757378578186035,14.391138076782228,-0.0791997909545898,0
2024-02-19 04:02:57.207625,2.214361,1,1,1,1,0,1,1,1,1,2061.002685546875,2061.070068359375,1938.469482421875,-41.36079406738281,2.6364400386810303,2.9993200302124023,2.848120212554932,1.0941998958587646,29.82346534729004,29.31266975402832,6.799772381782532e-05,6.799772381782532e-05,1,0,0,0,0,0,0,1,0,0,149.57550048828125,149.57550048828125,141.10690307617188,-1.465200424194336,15.10756262838078,15.10710265873674,14.270400596783476,-0.1280286964073181,28.47633934020996,30.947378158569336,29.094099044799805,11.515999794006348,7.113539695739746,15.86034107208252,14.494098663330078,-0.5872001647949219,0
2024-02-19 04:02:58.834014,3.839427,1,1,1,1,0,1,1,1,1,2001.2301025390625,2060.463134765625,1936.328125,12.11761474609375,0.1466799974441528,2.9993200302124023,2.9590001106262207,1.0740400552749634,29.41446876525879,29.31266975402832,3.925603866577149,0.002539999783039,1,0,0,0,0,0,0,1,0,0,143.68289184570312,149.57089233398438,141.03329467773438,-0.1252002716064453,14.483328340787606,15.103437821880725,14.263061973802682,0.0552609524917602,0.4712200164794922,30.535539627075195,28.68225860595703,11.820799827575684,-15.228779792785645,15.036660194396973,13.36153793334961,-0.5872001647949219,0
2024-02-19 04:03:00.423415,5.429242,1,1,1,1,0,1,1,1,1,1863.6983642578125,2061.002685546875,1938.469482421875,132.44400024414062,-0.0146000059321522,3.009399890899658,2.7473201751708984,1.1042799949645996,29.516450881958008,29.00833320617676,4.847660064697266,-0.0024040006101131,1,0,0,0,0,0,0,1,0,0,134.66690063476562,149.57550048828125,141.1804962158203,5.288399696350098,13.601901085404435,15.10756262838078,14.270400596783476,0.5134851977920531,2.118580102920532,30.947378158569336,29.71185874938965,12.328800201416016,-9.874859809875488,15.242579460144045,13.773378372192385,0.6319999694824219,0
2024-02-19 04:03:02.015592,7.02021,1,1,1,1,0,1,1,1,1,1733.7069091796875,2060.463134765625,1937.3988037109373,287.8656005859375,0.9530799388885498,2.9993200302124023,2.969079971313477,1.2151600122451782,29.720949172973636,29.10960578918457,4.879796028137207,0.002539999783039,1,0,0,0,0,0,0,1,0,0,125.79810333251952,149.57550048828125,141.10690307617188,10.273200035095217,12.686441337268306,15.103437821880725,14.24837294820168,1.0579635055389405,2.118580102920532,30.84441947937012,28.88817977905273,12.735199928283691,-12.448860168457031,15.448498725891112,15.317777633666992,0.02239990234375,0
2024-02-19 04:03:03.623716,8.62944,1,1,1,1,0,1,1,1,1,1602.711669921875,2061.002685546875,1938.469482421875,433.260009765625,0.0055599897168576,3.009399890899658,2.888439893722534,1.25547993183136,29.720949172973636,29.10960578918457,4.872380256652832,6.799772381782532e-05,1,0,0,0,0,0,0,1,0,0,116.5613021850586,149.5341033935547,141.03329467773438,14.614798545837402,11.747902071442873,15.10710265873674,14.255717743133722,1.54853286428833,0.0593800544738769,30.7414608001709,29.505939483642575,13.344799995422363,-16.258378982543945,15.036660194396973,13.052658081054688,0.835200309753418,0
2024-02-19 04:03:05.256728,10.26149,1,1,1,1,0,1,1,1,1,1476.4798583984375,2061.070068359375,1933.6519775390625,563.6136474609375,0.0761200040578842,2.91867995262146,2.898519992828369,1.2958000898361206,29.41446876525879,29.10960578918457,4.877324104309082,6.799772381782532e-05,1,0,0,0,0,0,0,1,0,0,107.21410369873048,149.57550048828125,140.88609313964844,18.956398010253903,10.848893431466676,15.103437821880725,14.244700339103089,1.9690211110839844,-0.1465399265289306,30.226659774780277,28.88817977905273,14.055999755859377,-15.640619277954102,15.86034107208252,15.420738220214844,1.8512001037597656,0
2024-02-19 04:03:06.855256,11.860999,1,1,1,1,0,1,1,1,1,1336.8997802734375,2061.070068359375,1937.3988037109373,717.364013671875,-0.0347600020468235,2.9892399311065674,2.7372400760650635,1.2958000898361206,29.82346534729004,29.10960578918457,4.857548236846924,0.002539999783039,1,0,0,0,0,0,0,1,0,0,97.53570556640624,149.5341033935547,141.10690307617188,23.67319869995117,9.908378457123382,15.10756262838078,14.270400596783476,2.443417814666748,-0.6613399386405945,29.91777801513672,27.961538314819336,14.564000129699709,-15.94950008392334,15.036660194396973,15.420738220214844,3.171999931335449,0
2024-02-19 04:03:08.508521,13.513981,1,1,1,1,0,1,1,1,1,1212.9215087890625,2061.070068359375,1936.328125,866.100830078125,-0.0347600020468235,3.0698797702789307,2.9489200115203857,1.3562800884246826,29.720949172973636,29.21104621887207,4.825412273406982,6.799772381782532e-05,1,0,0,0,0,0,0,1,0,0,88.7405014038086,149.57550048828125,141.03329467773438,28.229198455810547,9.000127932102231,15.10710265873674,14.263061973802682,2.93937845223999,-0.1465399265289306,30.63849830627441,27.961538314819336,13.954400062561035,-16.155420303344727,15.757378578186035,15.420738220214844,2.765600204467773,0
2024-02-19 04:03:10.139731,15.145753,1,1,1,1,0,1,1,1,1,1083.9412841796875,2061.002685546875,1939.0047607421875,1019.8511962890624,-0.0146000059321522,3.009399890899658,2.848120212554932,1.416759967803955,29.720949172973636,29.516450881958008,4.810580253601074,-0.0048760026693344,1,0,0,0,0,0,0,1,0,0,78.95170593261719,149.57550048828125,141.03329467773438,32.19559860229492,8.039205613135023,15.103437821880725,14.263061973802682,3.149622378753662,-0.4554199576377868,30.535539627075195,27.446739196777344,14.46239948272705,-15.434700012207031,15.448498725891112,15.214818954467772,3.0704002380371094,0
2024-02-19 04:03:11.742180,16.749826,1,1,1,1,0,1,1,1,1,960.64306640625,2061.070068359375,1936.863525390625,1155.2183837890625,0.0257199928164482,3.009399890899658,2.928760051727295,1.5074800252914429,29.41446876525879,29.21104621887207,4.793276309967041,-0.0024040006101131,1,0,0,0,0,0,0,1,0,0,69.93569946289062,149.57550048828125,140.99649047851562,36.215599060058594,7.132827768984071,15.103437821880725,14.270400596783476,3.7210550133361817,-0.1465399265289306,30.226659774780277,28.37337875366211,15.783199310302734,-15.33173942565918,15.345540046691896,13.567459106445312,2.968800544738769,0
2024-02-19 04:03:13.348042,18.354045,1,1,1,1,0,1,1,1,1,834.4646606445312,2061.070068359375,1937.3988037109373,1292.2568359375,0.0156399924308061,2.93884015083313,2.868279933929444,1.4570800065994265,29.82346534729004,29.00833320617676,4.768556118011475,6.799772381782532e-05,1,0,0,0,0,0,0,1,0,0,60.330902099609375,149.57550048828125,141.10690307617188,42.21879577636719,6.14779154519148,15.10710265873674,14.27407221871014,4.270924107696533,-0.1465399265289306,30.226659774780277,29.91777801513672,16.59600067138672,-15.640619277954102,15.242579460144045,13.567459106445312,4.696001052856445,0
2024-02-19 04:03:14.976434,19.983051,1,1,1,1,0,1,1,1,1,703.0582275390625,2060.463134765625,1938.469482421875,1410.9119873046875,-0.0347600020468235,2.9590001106262207,2.928760051727295,1.5981999635696411,29.82346534729004,29.618608474731445,4.780916213989258,-0.0024040006101131,1,0,0,0,0,0,0,1,0,0,51.27810287475586,149.57550048828125,140.9228973388672,45.97079849243164,5.217395608955417,15.10710265873674,14.244700339103089,4.583594653381348,-0.2494999170303344,30.7414608001709,29.71185874938965,16.59600067138672,-15.640619277954102,15.757378578186035,13.670417785644531,4.289600372314453,0
2024-02-19 04:03:16.575816,21.580704,1,1,1,1,0,1,1,1,1,570.5053100585938,2061.070068359375,1937.3988037109373,1566.3336181640625,-0.0246799997985363,2.9489200115203857,2.8279600143432617,1.537719964981079,29.41446876525879,29.31266975402832,4.7611403465271,6.799772381782532e-05,1,0,0,0,0,0,0,1,0,0,41.48930358886719,149.57089233398438,141.25408935546875,51.116397857666016,4.230470629966732,15.103437821880725,14.277743699638664,5.0579917507324215,-0.1465399265289306,30.432579040527344,30.7414608001709,16.291200637817383,-16.052459716796875,16.06625747680664,14.494098663330078,5.610401153564453,0
2024-02-19 04:03:18.180986,23.18683,1,1,1,1,0,1,1,1,1,447.480224609375,2061.002685546875,1937.3988037109373,1705.043212890625,-0.0347600020468235,3.029560089111328,2.666679859161377,1.6385200023651123,29.41446876525879,29.10960578918457,4.741364002227783,6.799772381782532e-05,1,0,0,0,0,0,0,1,0,0,31.92130279541016,149.57550048828125,141.10690307617188,55.13639450073242,3.290919556074734,15.10756262838078,14.255717743133722,5.575515534759521,-0.1465399265289306,30.226659774780277,27.961538314819336,17.510400772094727,-16.258378982543945,15.036660194396973,15.214818954467772,5.000801086425781,0
2024-02-19 04:03:19.835635,24.842432,1,1,1,1,0,1,1,1,1,328.0159606933594,2061.002685546875,1938.469482421875,1815.342529296875,0.0055599897168576,3.029560089111328,2.666679859161377,1.688920021057129,29.516450881958008,29.10960578918457,4.731476306915283,6.799772381782532e-05,1,0,0,0,0,0,0,1,0,0,21.83810043334961,149.5341033935547,141.1804962158203,59.42439651489258,2.261298436298576,15.103437821880725,14.259389928994322,6.033739386291503,-0.352459967136383,31.05034065246582,30.7414608001709,17.20560073852539,-15.94950008392334,15.448498725891112,15.214818954467772,6.0167999267578125,0
2024-02-19 04:03:21.471273,26.4783,1,1,1,1,0,1,1,1,1,191.7192230224609,2060.463134765625,1939.0047607421875,1962.407958984375,-0.0448400042951107,2.9993200302124023,2.76747989654541,1.7292399406433103,29.720949172973636,29.618608474731445,4.696867942810059,-0.0024040006101131,1,0,0,0,0,0,0,1,0,0,12.270100593566896,149.5341033935547,141.21730041503906,63.44439315795898,1.2270100225014746,15.103437821880725,14.27407221871014,6.465009403198242,0.0593800544738769,30.7414608001709,30.535539627075195,17.81519889831543,-16.052459716796875,16.06625747680664,12.743778228759766,6.321599960327148,0
2024-02-19 04:03:23.083145,28.0898,1,1,1,1,0,1,1,1,1,67.66808319091797,2060.463134765625,1939.0047607421875,2106.13134765625,-0.0146000059321522,2.9489200115203857,2.686840057373047,1.7998000383377075,29.618608474731445,29.516450881958008,4.68203592300415,-0.024652000516653,1,0,0,0,0,0,0,1,0,0,1.966100096702576,149.57550048828125,140.8492889404297,67.62519836425781,0.229062649891361,15.10756262838078,14.270400596783476,6.917842960327148,0.3682600259780884,30.123699188232425,30.7414608001709,18.72959899902344,-16.052459716796875,15.345540046691896,13.36153793334961,6.829599380493164,0
2024-02-19 04:03:24.724853,29.731121,1,1,1,1,0,1,1,1,1,4.722724914550781,2022.2056884765625,1937.3988037109373,2223.115234375,1.5175600051879885,0.0559599995613098,2.969079971313477,1.809880018234253,29.82346534729004,29.31266975402832,4.835299968719482,6.799772381782532e-05,0,1,0,0,0,0,0,1,0,0,-1.0882999897003174,145.081298828125,141.1804962158203,72.28839874267578,-0.0354565853830622,14.64115262428427,14.270400596783476,7.349112977233887,15.194499969482422,0.1623400449752807,29.6088981628418,19.44079971313477,0.5241003036499023,-12.453659057617188,13.052658081054688,7.540800094604492,0
