Server Time,Session Time Stamps,Tank_B201_empty,Tank_B202_empty,Tank_B203_empty,Tank_B204_empty,Tank_B204_middle,Tank_B201_full,Tank_B202_full,Tank_B203_full,Tank_B204_full,Tank_B201_Volume,Tank_B202_Volume,Tank_B203_Volume,Tank_B204_Volume,Pressure_below_B201,Pressure_below_B202,Pressure_below_B203,Pressure_below_B204,Tempreature_before_Pump_P201,Temperature_in_B204,Flow_after_Pump_P201,Flow_after_Pump_P202,Valve_V201_opening,Valve_V202_opening,Valve_V203_opening,Valve_V204_opening,Valve_V205_opening,Valve_V206_opening,Valve_V209_opening,Pump_P201_active,Pump_P202_active,Mixer_R201_of_B204_active,Tank_B201_level_calculated_via_LI211,Tank_B202_level_calculated_via_LI212,Tank_B203_level_calculated_via_LI213,Tank_B204_level_calculated_via_LI214,Tank_B201_level_calculated_via_VolumeB201,Tank_B202_level_calculated_via_VolumeB202,Tank_B203_level_calculated_via_VolumeB203,Tank_B204_level_calculated_via_VolumeB204,Tank_B201_level_calculated_via_PI251,Tank_B202_level_calculated_via_PI252,Tank_B203_level_calculated_via_PI253,Tank_B204_level_calculated_via_PI254,Tank_B201_level_calculated_via_PI251_until_zero_level,Tank_B202_level_calculated_via_PI252_until_zero_level,Tank_B203_level_calculated_via_PI253_until_zero_level,Tank_B204_level_calculated_via_PI254_until_zero_level,Anomaly
2024-02-19 05:38:14.796364,0.661808,1,1,1,0,0,1,1,1,1,2061.070068359375,2061.070068359375,1947.037353515625,-27.991195678710938,2.9993200302124023,3.029560089111328,2.848120212554932,1.0841200351715088,31.91141700744629,32.01769256591797,6.799772381782532e-05,0.002539999783039,0,0,0,0,0,0,0,0,0,0,149.57550048828125,149.57550048828125,141.99009704589844,-1.0364007949829102,15.10756262838078,15.10756262838078,14.329144756725102,-0.1010743203506469,30.63849830627441,31.256258010864254,29.505939483642575,11.820799827575684,14.938498497009276,15.654419898986816,15.111858367919922,-0.0791997909545898,2
2024-02-19 05:38:16.394770,2.258341,1,1,1,0,0,1,1,1,1,2061.070068359375,2061.070068359375,1947.037353515625,-27.991195678710938,2.7473201751708984,3.019479990005493,2.868279933929444,1.0740400552749634,31.805322647094727,32.01769256591797,6.799772381782532e-05,0.002539999783039,1,0,0,0,0,0,0,1,0,0,149.57089233398438,149.57550048828125,141.9532928466797,-1.1436004638671875,15.10710265873674,15.10710265873674,14.318130769882645,-0.1010743203506469,22.60761833190918,30.535539627075195,28.68225860595703,11.312799453735352,1.141860008239746,15.551461219787598,14.288179397583008,-0.5872001647949219,2
2024-02-19 05:38:17.982804,3.847424,1,1,1,1,0,1,1,1,1,1983.503173828125,2061.002685546875,1947.037353515625,-31.33358764648437,-0.0246799997985363,2.9892399311065674,2.797719955444336,1.0841200351715088,31.805322647094727,31.593660354614254,4.022012233734131,0.002539999783039,1,0,0,0,0,0,0,1,0,0,142.54209899902344,149.57550048828125,141.6588897705078,0.7859992980957031,14.406242426792229,15.10710265873674,14.321805600325446,0.1469058015518188,3.560019969940185,30.432579040527344,27.65265846252441,11.719200134277344,-12.13998031616211,15.551461219787598,14.905939102172852,0.02239990234375,2
2024-02-19 05:38:19.546204,5.410038,1,1,1,1,0,1,1,1,1,1853.5782470703125,2061.002685546875,1945.9661865234373,105.70480346679688,-0.0246799997985363,3.059800148010254,2.91867995262146,1.114359974861145,31.593660354614254,31.69939613342285,4.872380256652832,6.799772381782532e-05,1,0,0,0,0,0,0,1,0,0,133.71009826660156,149.5341033935547,141.7324981689453,5.234799385070801,13.499006231481156,15.10710265873674,14.325475248929626,0.5188760828475952,-0.1465399265289306,31.46217918395996,29.300018310546875,11.820799827575684,-15.228779792785645,15.345540046691896,12.846738815307615,-0.0791997909545898,2
2024-02-19 05:38:21.161301,7.026042,1,1,1,1,0,1,1,1,1,1726.311767578125,2061.002685546875,1945.9661865234373,286.19439697265625,0.1164399981498718,2.9791598320007324,2.9489200115203857,1.2050799131393433,31.382715225219727,31.91141700744629,4.936652183532715,-0.0048760026693344,1,0,0,0,0,0,0,1,0,0,125.24610137939452,149.5341033935547,141.80609130859375,9.630000114440918,12.612864952118612,15.10710265873674,14.33281916396779,1.0795270457611084,1.088979959487915,30.7414608001709,28.57929992675781,12.735199928283691,-13.99325942993164,14.93369960784912,13.876338958740234,1.34320068359375,2
2024-02-19 05:38:22.815304,8.678277,1,1,1,1,0,1,1,1,1,1595.9036865234375,2061.002685546875,1945.9661865234373,446.629638671875,0.1063599959015846,2.9791598320007324,2.686840057373047,1.2756400108337402,31.382715225219727,31.805322647094727,4.904516220092773,-0.0024040006101131,1,0,0,0,0,0,0,1,0,0,115.45730590820312,149.57550048828125,141.9532928466797,14.93639850616455,11.64846435265066,15.10756262838078,14.329144756725102,1.5377512910614013,0.3682600259780884,30.432579040527344,30.535539627075195,13.141599655151367,-16.052459716796875,15.86034107208252,13.773378372192385,1.038400650024414,2
2024-02-19 05:38:24.353558,10.221164,1,1,1,1,0,1,1,1,1,1462.9810791015625,2061.070068359375,1945.9661865234373,580.3256225585938,-0.0347600020468235,2.9590001106262207,2.777559995651245,1.3260400295257568,31.805322647094727,31.805322647094727,4.874852180480957,-0.0024040006101131,1,0,0,0,0,0,0,1,0,0,106.51490020751952,149.57089233398438,141.69569396972656,19.22439956665039,10.771477619878931,15.103437821880725,14.321805600325446,1.9851937662506105,-0.4554199576377868,30.123699188232425,29.91777801513672,14.157599449157717,-15.434700012207031,15.448498725891112,15.317777633666992,1.4448003768920898,2
2024-02-19 05:38:25.923554,11.786976,1,1,1,1,0,1,1,1,1,1326.6131591796875,2060.463134765625,1945.9661865234373,732.4048461914062,0.0257199928164482,2.928760051727295,2.888439893722534,1.2756400108337402,31.805322647094727,31.91141700744629,4.877324104309082,6.799772381782532e-05,1,0,0,0,0,0,0,1,0,0,96.98370361328124,149.57089233398438,141.6588897705078,24.10199737548828,9.801356061711536,15.103437821880725,14.329144756725102,2.4272453563842773,-0.1465399265289306,30.535539627075195,28.68225860595703,13.954400062561035,-15.846539497375488,16.169219970703125,14.288179397583008,2.460800170898437,2
2024-02-19 05:38:27.498279,13.362768,1,1,1,1,0,1,1,1,1,1208.8411865234375,2061.070068359375,1945.4305419921875,859.416015625,0.0257199928164482,2.9791598320007324,2.7473201751708984,1.3562800884246826,31.91141700744629,31.91141700744629,4.855076313018799,6.799772381782532e-05,1,0,0,0,0,0,0,1,0,0,88.1884994506836,149.57550048828125,141.69569396972656,27.639598846435547,8.952103411807007,15.10710265873674,14.310785726718546,2.8423425212402345,-0.352459967136383,30.432579040527344,28.37337875366211,14.360799789428713,-15.33173942565918,16.272178649902344,15.00889778137207,2.765600204467773,2
2024-02-19 05:38:29.034749,14.89701,1,1,1,1,0,1,1,1,1,1082.9302978515625,2061.070068359375,1947.037353515625,998.1256103515624,-0.0448400042951107,3.0698797702789307,2.888439893722534,1.3764400482177734,31.382715225219727,31.805322647094727,4.842716217041016,0.002539999783039,1,0,0,0,0,0,0,1,0,0,79.24610137939453,149.5341033935547,141.76930236816406,33.10679626464844,8.042907817153555,15.10710265873674,14.321805600325446,3.354475617095947,-0.352459967136383,30.432579040527344,28.57929992675781,15.17360019683838,-15.640619277954102,14.727778434753418,13.876338958740234,2.6640005111694336,2
